hostTime;deviceTime;rA;cA;rB;cB;tpb_x;tpb_y
271655.021482;82.819696;4200;4200;4200;4200;10;10
278864.503916;95.845942;4200;4200;4200;4200;8;8
279335.041561;70.106076;4200;4200;4200;4200;12;12
379915.791881;156.676975;4600;4600;4600;4600;6;6
379704.899711;269.714508;4600;4600;4600;4600;4;4
381013.927641;992.906984;4600;4600;4600;4600;2;2
310090.529100;96.674367;4400;4400;4400;4400;10;10
311464.282964;119.083943;4400;4400;4400;4400;8;8
312276.573301;82.929893;4400;4400;4400;4400;12;12
421262.985007;203.691694;4800;4800;4800;4800;6;6
428971.685419;320.398667;4800;4800;4800;4800;4;4
430141.860418;1236.914539;4800;4800;4800;4800;2;2
379672.628868;109.321984;4600;4600;4600;4600;10;10
379003.911191;112.999353;4600;4600;4600;4600;8;8
379628.556232;94.000656;4600;4600;4600;4600;12;12
25.852643;0.224138;200;200;200;200;14;14
207.072152;0.168504;400;400;400;400;14;14
714.105707;0.409100;600;600;600;600;14;14
1700.825404;1.018498;800;800;800;800;14;14
3363.567260;1.622955;1000;1000;1000;1000;14;14
5735.469720;2.676851;1200;1200;1200;1200;14;14
9288.600993;4.207706;1400;1400;1400;1400;14;14
492567.740383;203.227016;5000;5000;5000;5000;6;6
13554.029186;7.325848;1600;1600;1600;1600;14;14
494230.457084;346.915758;5000;5000;5000;5000;4;4
494013.045021;1278.144214;5000;5000;5000;5000;2;2
19521.648634;8.886486;1800;1800;1800;1800;14;14
26563.146075;12.042056;2000;2000;2000;2000;14;14
418840.970136;139.693019;4800;4800;4800;4800;10;10
25.876811;0.036668;200;200;200;200;16;16
25.867491;0.039456;200;200;200;200;20;20
25.883211;0.037637;200;200;200;200;18;18
207.098782;0.091955;400;400;400;400;16;16
207.064883;0.091486;400;400;400;400;20;20
206.988658;0.094258;400;400;400;400;18;18
721.391552;0.229382;600;600;600;600;16;16
722.081228;0.232420;600;600;600;600;20;20
718.211262;0.216993;600;600;600;600;18;18
1701.436921;0.415883;800;800;800;800;16;16
35563.034336;16.142738;2200;2200;2200;2200;14;14
1738.210355;0.491817;800;800;800;800;18;18
1742.666698;0.456112;800;800;800;800;20;20
3371.566569;0.786075;1000;1000;1000;1000;16;16
428342.929571;197.881139;4800;4800;4800;4800;8;8
3381.862085;0.847999;1000;1000;1000;1000;18;18
3395.842886;0.811928;1000;1000;1000;1000;20;20
5734.340042;1.290099;1200;1200;1200;1200;16;16
5722.189298;1.338374;1200;1200;1200;1200;20;20
5728.163129;1.407975;1200;1200;1200;1200;18;18
9156.225175;2.034355;1400;1400;1400;1400;16;16
9141.929881;2.197855;1400;1400;1400;1400;18;18
9311.484308;2.103658;1400;1400;1400;1400;20;20
436955.919284;116.273465;4800;4800;4800;4800;12;12
13566.002060;2.972808;1600;1600;1600;1600;16;16
13569.507696;3.548947;1600;1600;1600;1600;18;18
13720.031398;3.294465;1600;1600;1600;1600;20;20
45976.181791;17.232153;2400;2400;2400;2400;14;14
19750.497099;4.247309;1800;1800;1800;1800;16;16
19550.772586;4.394873;1800;1800;1800;1800;20;20
19519.797203;4.575293;1800;1800;1800;1800;18;18
26394.343693;5.833061;2000;2000;2000;2000;16;16
26461.822231;5.976326;2000;2000;2000;2000;20;20
26558.039197;6.294850;2000;2000;2000;2000;18;18
60261.315170;25.194543;2600;2600;2600;2600;14;14
35738.481757;7.742779;2200;2200;2200;2200;16;16
35163.159556;8.376156;2200;2200;2200;2200;18;18
35336.938875;7.956902;2200;2200;2200;2200;20;20
46434.576153;10.096100;2400;2400;2400;2400;16;16
45948.721963;12.067310;2400;2400;2400;2400;18;18
46074.981124;11.331606;2400;2400;2400;2400;20;20
76546.838213;33.485515;2800;2800;2800;2800;14;14
60357.571965;13.162701;2600;2600;2600;2600;16;16
60209.268701;14.471578;2600;2600;2600;2600;18;18
60254.568031;14.419388;2600;2600;2600;2600;20;20
97945.876266;40.985572;3000;3000;3000;3000;14;14
77270.680297;16.650479;2800;2800;2800;2800;16;16
76456.823840;18.142413;2800;2800;2800;2800;18;18
76519.462286;18.095490;2800;2800;2800;2800;20;20
92911.582137;20.718304;3000;3000;3000;3000;16;16
96876.267533;22.391396;3000;3000;3000;3000;18;18
98751.922432;22.239937;3000;3000;3000;3000;20;20
153489.815445;57.398721;3200;3200;3200;3200;14;14
493191.595996;141.773364;5000;5000;5000;5000;10;10
490468.963909;153.994856;5000;5000;5000;5000;8;8
496408.383965;121.457129;5000;5000;5000;5000;12;12
138322.592185;25.389767;3200;3200;3200;3200;16;16
148481.070421;29.036849;3200;3200;3200;3200;18;18
148848.042013;28.070291;3200;3200;3200;3200;20;20
141018.064784;53.609996;3400;3400;3400;3400;14;14
25.878524;0.040261;200;200;200;200;24;24
25.877979;0.051525;200;200;200;200;22;22
25.897724;0.036476;200;200;200;200;26;26
207.144831;0.092109;400;400;400;400;24;24
206.987805;0.165553;400;400;400;400;22;22
207.359738;0.103952;400;400;400;400;26;26
715.566457;0.195447;600;600;600;600;24;24
715.581627;0.378991;600;600;600;600;22;22
717.615591;0.224821;600;600;600;600;26;26
1711.480925;0.486278;800;800;800;800;26;26
1737.101169;0.423338;800;800;800;800;24;24
1732.660419;0.833397;800;800;800;800;22;22
3394.650757;0.802247;1000;1000;1000;1000;26;26
3374.130291;0.789217;1000;1000;1000;1000;24;24
3366.314538;1.440782;1000;1000;1000;1000;22;22
5735.660954;1.289960;1200;1200;1200;1200;24;24
5787.191132;2.470200;1200;1200;1200;1200;22;22
5802.388088;1.370647;1200;1200;1200;1200;26;26
9287.258910;2.034516;1400;1400;1400;1400;24;24
9147.801049;3.849228;1400;1400;1400;1400;22;22
9156.130176;2.114287;1400;1400;1400;1400;26;26
13587.973950;2.995477;1600;1600;1600;1600;24;24
13544.952563;6.173621;1600;1600;1600;1600;22;22
13731.094630;3.235576;1600;1600;1600;1600;26;26
19422.485477;4.191268;1800;1800;1800;1800;24;24
19469.244614;8.119395;1800;1800;1800;1800;22;22
19555.318882;4.482572;1800;1800;1800;1800;26;26
26340.338922;5.768596;2000;2000;2000;2000;24;24
26316.735984;10.565804;2000;2000;2000;2000;22;22
26456.560963;6.003537;2000;2000;2000;2000;26;26
150283.043334;31.669846;3400;3400;3400;3400;16;16
148266.788287;32.056016;3400;3400;3400;3400;20;20
150045.154096;32.970568;3400;3400;3400;3400;18;18
35440.046572;7.639371;2200;2200;2200;2200;24;24
35467.929386;14.636719;2200;2200;2200;2200;22;22
35411.164349;8.126386;2200;2200;2200;2200;26;26
168150.186715;71.526082;3600;3600;3600;3600;14;14
45881.348089;10.415152;2400;2400;2400;2400;24;24
45943.887729;20.058405;2400;2400;2400;2400;22;22
45959.612326;12.793463;2400;2400;2400;2400;26;26
59980.518138;13.519467;2600;2600;2600;2600;24;24
60296.461559;24.533537;2600;2600;2600;2600;22;22
60245.307797;16.507579;2600;2600;2600;2600;26;26
168032.893831;38.150288;3600;3600;3600;3600;16;16
168132.775866;38.250869;3600;3600;3600;3600;20;20
167832.086041;39.604559;3600;3600;3600;3600;18;18
75989.795895;18.574552;2800;2800;2800;2800;24;24
76327.820694;30.619391;2800;2800;2800;2800;22;22
76446.064616;22.518134;2800;2800;2800;2800;26;26
206313.023870;83.116115;3800;3800;3800;3800;14;14
96851.820740;20.737138;3000;3000;3000;3000;24;24
97979.727674;37.482990;3000;3000;3000;3000;22;22
97212.620824;25.762887;3000;3000;3000;3000;26;26
25.869938;0.058464;200;200;200;200;28;28
208.005359;0.164851;400;400;400;400;28;28
719.434508;0.399082;600;600;600;600;28;28
1743.397782;0.674648;800;800;800;800;28;28
3395.578931;1.392318;1000;1000;1000;1000;28;28
206448.399313;46.682073;3800;3800;3800;3800;16;16
5741.998070;2.429266;1200;1200;1200;1200;28;28
9155.116640;3.764898;1400;1400;1400;1400;28;28
206220.956753;45.015877;3800;3800;3800;3800;20;20
206900.280502;46.670680;3800;3800;3800;3800;18;18
13607.071112;5.593955;1600;1600;1600;1600;28;28
19414.708141;7.831957;1800;1800;1800;1800;28;28
26338.760560;10.702691;2000;2000;2000;2000;28;28
147443.868568;26.057337;3200;3200;3200;3200;24;24
147321.556126;49.183190;3200;3200;3200;3200;22;22
155111.580047;31.754778;3200;3200;3200;3200;26;26
35400.440858;14.173808;2200;2200;2200;2200;28;28
234545.173015;108.856487;4000;4000;4000;4000;14;14
46034.291578;19.379508;2400;2400;2400;2400;28;28
60092.094340;24.279936;2600;2600;2600;2600;28;28
149131.152121;30.396759;3400;3400;3400;3400;24;24
149823.223770;54.418167;3400;3400;3400;3400;22;22
230989.821072;53.161750;4000;4000;4000;4000;16;16
148882.369333;37.228892;3400;3400;3400;3400;26;26
230893.838307;55.098691;4000;4000;4000;4000;20;20
231800.335320;58.045450;4000;4000;4000;4000;18;18
76350.525274;28.935939;2800;2800;2800;2800;28;28
25.886052;0.038982;200;200;200;200;32;32
25.899013;0.054936;200;200;200;200;30;30
207.197878;0.097971;400;400;400;400;32;32
207.343658;0.161458;400;400;400;400;30;30
721.568274;0.240584;600;600;600;600;32;32
716.573336;0.380131;600;600;600;600;30;30
1743.880030;0.806130;800;800;800;800;30;30
1742.628014;0.424837;800;800;800;800;32;32
3397.697118;0.813389;1000;1000;1000;1000;32;32
3375.453919;1.478979;1000;1000;1000;1000;30;30
5822.168525;1.330848;1200;1200;1200;1200;32;32
5795.009885;2.357767;1200;1200;1200;1200;30;30
9303.608886;1.987775;1400;1400;1400;1400;32;32
9172.683710;3.797327;1400;1400;1400;1400;30;30
13568.311839;5.609326;1600;1600;1600;1600;30;30
13628.339914;2.986321;1600;1600;1600;1600;32;32
97425.920169;37.492276;3000;3000;3000;3000;28;28
168235.430053;36.137748;3600;3600;3600;3600;24;24
19437.990730;4.229393;1800;1800;1800;1800;32;32
19799.590538;7.886379;1800;1800;1800;1800;30;30
168024.121726;60.221070;3600;3600;3600;3600;22;22
278600.755020;110.519277;4200;4200;4200;4200;14;14
168312.058003;44.255496;3600;3600;3600;3600;26;26
26627.119538;6.102334;2000;2000;2000;2000;32;32
26491.879012;10.729802;2000;2000;2000;2000;30;30
25.894473;0.082315;200;200;200;200;2;2
25.883285;0.056100;200;200;200;200;2;4
207.090148;0.421548;400;400;400;400;2;2
207.053699;0.242398;400;400;400;400;2;4
716.236438;0.687288;600;600;600;600;2;4
717.820345;1.312833;600;600;600;600;2;2
1738.252647;2.157724;800;800;800;800;2;4
1703.497508;3.039012;800;800;800;800;2;2
35412.340058;7.583179;2200;2200;2200;2200;32;32
35540.957809;13.306578;2200;2200;2200;2200;30;30
3375.098489;5.893194;1000;1000;1000;1000;2;2
3377.177581;3.019986;1000;1000;1000;1000;2;4
5789.483608;5.185948;1200;1200;1200;1200;2;4
5788.266155;10.093555;1200;1200;1200;1200;2;2
9143.801908;8.316356;1400;1400;1400;1400;2;4
9140.451498;16.117389;1400;1400;1400;1400;2;2
13534.304143;16.986073;1600;1600;1600;1600;2;4
13616.042073;24.553779;1600;1600;1600;1600;2;2
46187.881891;9.848707;2400;2400;2400;2400;32;32
277875.537279;60.439904;4200;4200;4200;4200;16;16
46003.379127;19.483441;2400;2400;2400;2400;30;30
19459.599491;19.719352;1800;1800;1800;1800;2;4
19515.539069;39.267174;1800;1800;1800;1800;2;2
278156.758771;61.847509;4200;4200;4200;4200;20;20
277320.543687;65.255417;4200;4200;4200;4200;18;18
26343.049863;25.470934;2000;2000;2000;2000;2;4
26307.255686;48.668546;2000;2000;2000;2000;2;2
154582.569748;43.186317;3200;3200;3200;3200;28;28
25.917121;0.044781;200;200;200;200;2;10
25.876755;0.040647;200;200;200;200;2;12
26.045826;0.043914;200;200;200;200;2;14
25.875565;0.040614;200;200;200;200;2;16
25.856494;0.046741;200;200;200;200;2;6
25.866163;0.048047;200;200;200;200;2;8
207.143776;0.183716;400;400;400;400;2;12
207.115083;0.189119;400;400;400;400;2;14
207.146796;0.198393;400;400;400;400;2;16
207.007506;0.193397;400;400;400;400;2;10
60405.485030;13.090390;2600;2600;2600;2600;32;32
207.209207;0.244929;400;400;400;400;2;8
718.558414;0.401287;600;600;600;600;2;12
717.999421;0.377918;600;600;600;600;2;16
716.677354;0.431419;600;600;600;600;2;10
207.776979;0.211927;400;400;400;400;2;6
60409.014552;23.694376;2600;2600;2600;2600;30;30
717.670610;0.466008;600;600;600;600;2;8
717.714332;0.526360;600;600;600;600;2;6
1735.972229;1.898169;800;800;800;800;2;12
1736.960564;1.911620;800;800;800;800;2;10
1737.089866;1.892023;800;800;800;800;2;14
1733.918719;1.864143;800;800;800;800;2;16
1739.984185;1.971544;800;800;800;800;2;8
1732.781870;2.022811;800;800;800;800;2;6
35474.969019;36.621693;2200;2200;2200;2200;2;4
35522.271453;70.358839;2200;2200;2200;2200;2;2
3424.246745;1.864578;1000;1000;1000;1000;2;12
3379.723007;1.857540;1000;1000;1000;1000;2;10
3364.856731;1.694395;1000;1000;1000;1000;2;14
3370.180974;1.607537;1000;1000;1000;1000;2;16
3393.376403;1.977970;1000;1000;1000;1000;2;8
3379.844018;2.260460;1000;1000;1000;1000;2;6
5725.969147;3.848349;1200;1200;1200;1200;2;10
5719.643722;3.729475;1200;1200;1200;1200;2;12
5727.849788;3.664521;1200;1200;1200;1200;2;16
5728.795463;3.627953;1200;1200;1200;1200;2;14
5745.940170;4.359093;1200;1200;1200;1200;2;6
5747.387683;4.065244;1200;1200;1200;1200;2;8
9145.905393;4.353070;1400;1400;1400;1400;2;16
9132.667915;5.079342;1400;1400;1400;1400;2;10
9138.774232;4.720873;1400;1400;1400;1400;2;12
9210.501767;4.575208;1400;1400;1400;1400;2;14
9128.156490;6.218836;1400;1400;1400;1400;2;6
9193.126788;5.432830;1400;1400;1400;1400;2;8
205931.853601;44.440606;3800;3800;3800;3800;24;24
207343.864201;75.729620;3800;3800;3800;3800;22;22
13522.111440;14.609098;1600;1600;1600;1600;2;14
13576.998723;15.853429;1600;1600;1600;1600;2;16
13695.555150;14.738859;1600;1600;1600;1600;2;12
13561.741250;14.932862;1600;1600;1600;1600;2;10
13562.873199;15.584969;1600;1600;1600;1600;2;8
13600.606475;15.837306;1600;1600;1600;1600;2;6
205933.694128;51.660057;3800;3800;3800;3800;26;26
45856.780441;66.395173;2400;2400;2400;2400;2;4
46011.409245;128.051713;2400;2400;2400;2400;2;2
19514.143580;9.959018;1800;1800;1800;1800;2;12
19447.252791;10.839085;1800;1800;1800;1800;2;10
19335.670290;9.083727;1800;1800;1800;1800;2;16
19553.764892;9.665433;1800;1800;1800;1800;2;14
19524.039370;12.035993;1800;1800;1800;1800;2;8
19423.745346;14.288765;1800;1800;1800;1800;2;6
76869.076432;16.300044;2800;2800;2800;2800;32;32
76664.269603;29.862739;2800;2800;2800;2800;30;30
26488.724956;17.205636;2000;2000;2000;2000;2;12
26339.826717;17.774545;2000;2000;2000;2000;2;10
26367.097417;16.843856;2000;2000;2000;2000;2;16
26452.685390;16.844584;2000;2000;2000;2000;2;14
26329.618369;20.860160;2000;2000;2000;2000;2;6
26437.123306;18.965837;2000;2000;2000;2000;2;8
60046.861191;88.168797;2600;2600;2600;2600;2;4
60453.987084;176.804365;2600;2600;2600;2600;2;2
148895.859807;51.682476;3400;3400;3400;3400;28;28
35486.278980;20.473040;2200;2200;2200;2200;2;10
25.872115;0.045492;200;200;200;200;2;18
25.920195;0.061303;200;200;200;200;2;20
35891.277988;18.789604;2200;2200;2200;2200;2;12
207.026921;0.202890;400;400;400;400;2;18
35378.554130;20.830410;2200;2200;2200;2200;2;16
35446.255550;18.122515;2200;2200;2200;2200;2;14
35414.074796;22.669911;2200;2200;2200;2200;2;8
35400.993027;27.216204;2200;2200;2200;2200;2;6
207.355872;0.346587;400;400;400;400;2;20
719.572685;0.469390;600;600;600;600;2;18
715.673611;0.806511;600;600;600;600;2;20
1742.723024;1.985764;800;800;800;800;2;18
1708.324758;3.573945;800;800;800;800;2;20
3366.941847;1.986822;1000;1000;1000;1000;2;18
3371.282298;3.496710;1000;1000;1000;1000;2;20
311987.425984;130.484181;4400;4400;4400;4400;14;14
5719.280572;4.224911;1200;1200;1200;1200;2;18
5736.694746;7.585683;1200;1200;1200;1200;2;20
9210.257682;5.382339;1400;1400;1400;1400;2;18
9130.561952;9.471335;1400;1400;1400;1400;2;20
90565.165291;19.840471;3000;3000;3000;3000;32;32
46047.067973;50.316460;2400;2400;2400;2400;2;10
46139.088360;49.633512;2400;2400;2400;2400;2;12
13524.655205;15.359551;1600;1600;1600;1600;2;18
13554.086879;27.850193;1600;1600;1600;1600;2;20
45864.042995;48.649201;2400;2400;2400;2400;2;16
45934.013167;51.527180;2400;2400;2400;2400;2;8
45939.997182;53.730742;2400;2400;2400;2400;2;6
45991.928445;49.079150;2400;2400;2400;2400;2;14
97876.975720;36.605582;3000;3000;3000;3000;30;30
75884.412520;111.688159;2800;2800;2800;2800;2;4
19518.315820;11.318484;1800;1800;1800;1800;2;18
19408.534832;19.878281;1800;1800;1800;1800;2;20
76541.322819;222.522418;2800;2800;2800;2800;2;2
26364.126137;20.250870;2000;2000;2000;2000;2;18
26335.683009;34.668814;2000;2000;2000;2000;2;20
60458.942931;37.196115;2600;2600;2600;2600;2;10
60349.431910;32.340390;2600;2600;2600;2600;2;12
58822.206158;59.013497;2600;2600;2600;2600;2;6
60074.407284;45.017630;2600;2600;2600;2600;2;8
60191.017153;27.897239;2600;2600;2600;2600;2;16
60275.952145;30.009400;2600;2600;2600;2600;2;14
311021.270905;70.855182;4400;4400;4400;4400;16;16
35500.194454;21.076023;2200;2200;2200;2200;2;18
35457.502256;37.188968;2200;2200;2200;2200;2;20
230925.384093;50.650927;4000;4000;4000;4000;24;24
310782.909044;71.567292;4400;4400;4400;4400;20;20
230566.186875;94.973796;4000;4000;4000;4000;22;22
311522.717189;74.323922;4400;4400;4400;4400;18;18
231476.021485;60.857730;4000;4000;4000;4000;26;26
97105.185483;137.691610;3000;3000;3000;3000;2;4
169008.915003;65.303842;3600;3600;3600;3600;28;28
97143.637120;274.611904;3000;3000;3000;3000;2;2
46085.454106;50.863467;2400;2400;2400;2400;2;18
45949.893604;92.556198;2400;2400;2400;2400;2;20
76158.198687;52.331289;2800;2800;2800;2800;2;10
76391.024011;75.547501;2800;2800;2800;2800;2;6
76434.353551;50.164452;2800;2800;2800;2800;2;12
76363.707205;59.331316;2800;2800;2800;2800;2;8
76320.427175;48.823212;2800;2800;2800;2800;2;14
76485.564893;47.934199;2800;2800;2800;2800;2;16
150387.235545;24.295575;3200;3200;3200;3200;32;32
148648.469503;47.615694;3200;3200;3200;3200;30;30
60384.500792;33.267571;2600;2600;2600;2600;2;18
60301.313453;58.988784;2600;2600;2600;2600;2;20
97360.676877;92.436281;3000;3000;3000;3000;2;6
97170.598231;50.408419;3000;3000;3000;3000;2;12
97606.851476;58.193751;3000;3000;3000;3000;2;10
97163.437463;70.407385;3000;3000;3000;3000;2;8
97305.095477;48.353538;3000;3000;3000;3000;2;14
96975.849083;43.149306;3000;3000;3000;3000;2;16
149276.083883;334.214307;3200;3200;3200;3200;2;2
76469.024650;51.354615;2800;2800;2800;2800;2;18
156205.312768;171.052687;3200;3200;3200;3200;2;4
76524.050468;93.547808;2800;2800;2800;2800;2;20
150959.862866;29.817535;3400;3400;3400;3400;32;32
149821.493122;53.817208;3400;3400;3400;3400;30;30
207240.572628;69.031573;3800;3800;3800;3800;28;28
384276.237400;139.933111;4600;4600;4600;4600;14;14
278490.113734;59.932000;4200;4200;4200;4200;24;24
96731.024949;51.705263;3000;3000;3000;3000;2;18
277999.298565;100.598525;4200;4200;4200;4200;22;22
97720.213766;90.941148;3000;3000;3000;3000;2;20
279795.942042;69.510784;4200;4200;4200;4200;26;26
147360.862721;116.249626;3200;3200;3200;3200;2;14
148555.562126;122.102892;3200;3200;3200;3200;2;8
149705.856259;119.407010;3200;3200;3200;3200;2;10
154220.500884;129.525633;3200;3200;3200;3200;2;6
153909.069274;115.353460;3200;3200;3200;3200;2;16
156496.756194;117.585655;3200;3200;3200;3200;2;12
148447.378519;400.175934;3400;3400;3400;3400;2;2
150198.876810;201.040694;3400;3400;3400;3400;2;4
380240.110769;80.488007;4600;4600;4600;4600;16;16
169498.757408;35.542551;3600;3600;3600;3600;32;32
378883.492448;81.723906;4600;4600;4600;4600;20;20
169229.709498;62.055689;3600;3600;3600;3600;30;30
380654.283715;88.397793;4600;4600;4600;4600;18;18
146510.919354;120.050466;3200;3200;3200;3200;2;18
150477.660246;218.913804;3200;3200;3200;3200;2;20
148811.295687;85.991026;3400;3400;3400;3400;2;10
149498.260642;68.679820;3400;3400;3400;3400;2;14
149009.937515;103.385140;3400;3400;3400;3400;2;8
25.891472;0.046532;200;200;200;200;2;22
148159.503394;135.438197;3400;3400;3400;3400;2;6
207.311136;0.204291;400;400;400;400;2;22
148219.548980;63.612255;3400;3400;3400;3400;2;16
148743.985845;74.664684;3400;3400;3400;3400;2;12
721.237023;0.455074;600;600;600;600;2;22
1743.923575;1.935630;800;800;800;800;2;22
3371.811538;1.869590;1000;1000;1000;1000;2;22
231497.480351;84.036906;4000;4000;4000;4000;28;28
5758.110733;4.016677;1200;1200;1200;1200;2;22
9177.067881;5.044090;1400;1400;1400;1400;2;22
13637.342404;14.877043;1600;1600;1600;1600;2;22
168211.523354;474.753758;3600;3600;3600;3600;2;2
167819.766412;239.088214;3600;3600;3600;3600;2;4
19441.249608;10.579220;1800;1800;1800;1800;2;22
26474.271272;18.361996;2000;2000;2000;2000;2;22
193523.331589;47.938113;3800;3800;3800;3800;32;32
149032.323946;76.454469;3400;3400;3400;3400;2;18
35504.308618;19.784401;2200;2200;2200;2200;2;22
310578.253368;69.431025;4400;4400;4400;4400;24;24
150430.675278;133.948862;3400;3400;3400;3400;2;20
207117.065191;74.873811;3800;3800;3800;3800;30;30
311427.439653;117.717264;4400;4400;4400;4400;22;22
311781.318522;81.207999;4400;4400;4400;4400;26;26
168925.133708;113.339238;3600;3600;3600;3600;2;10
168139.208083;128.245850;3600;3600;3600;3600;2;8
168888.134102;105.286422;3600;3600;3600;3600;2;14
168570.187683;162.411076;3600;3600;3600;3600;2;6
167980.074356;103.970956;3600;3600;3600;3600;2;16
168318.217072;107.455157;3600;3600;3600;3600;2;12
46080.367955;49.983310;2400;2400;2400;2400;2;22
60398.882823;31.319245;2600;2600;2600;2600;2;22
438509.557723;192.661594;4800;4800;4800;4800;14;14
206228.546194;558.022181;3800;3800;3800;3800;2;2
205023.004483;280.428695;3800;3800;3800;3800;2;4
